owner	score	last_activity_date	creation_date	post_type	post_id	link	last_edit_date
{'reputation': 255, 'user_id': 8454443, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309394329285130/picture?type=large', 'display_name': 'pjustindaryll', 'link': 'https://stackoverflow.com/users/8454443/pjustindaryll'}	-2	1572932984	1572930950	question	58704891	https://stackoverflow.com/q/58704891	1572931266.0
{'reputation': 9, 'user_id': 3907115, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100003904128241/picture?type=large', 'display_name': 'user21488', 'link': 'https://stackoverflow.com/users/3907115/user21488'}	-2	1572696158	1497004271	question	44455493	https://stackoverflow.com/q/44455493	1502261200.0
{'reputation': 2537, 'user_id': 4592338, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/vOvEQ.jpg?s=128&g=1', 'display_name': 'Rehmat', 'link': 'https://stackoverflow.com/users/4592338/rehmat'}	2	1572647257	1437224897	question	31491484	https://stackoverflow.com/q/31491484	1572647257.0
{'reputation': 87, 'user_id': 12248809, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Pc1oI4CUBRA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfkk45KHs8SEBlVK0Q1TxlPlZg6Gg/photo.jpg?sz=128', 'display_name': 'Golden Friendship Site', 'link': 'https://stackoverflow.com/users/12248809/golden-friendship-site'}	1	1572642935	1572641392	question	58665734	https://stackoverflow.com/q/58665734	1572642935.0
{'reputation': 189, 'user_id': 4101254, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/adb02c2ed3d0c6a42a7086c452d8440d?s=128&d=identicon&r=PG&f=1', 'display_name': 'Racoon', 'link': 'https://stackoverflow.com/users/4101254/racoon'}	8	1572627272	1496231325	question	44283986	https://stackoverflow.com/q/44283986	1572627272.0
{'reputation': 3, 'user_id': 6875779, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/cdaf6362d76608965df8e1a213b5b17b?s=128&d=identicon&r=PG&f=1', 'display_name': 'j.doe', 'link': 'https://stackoverflow.com/users/6875779/j-doe'}	0	1572207265	1572204981	question	58582694	https://stackoverflow.com/q/58582694	1572206059.0
{'reputation': 1, 'user_id': 11935413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3bcbbb7066099e1f7d4097d37051b9b?s=128&d=identicon&r=PG&f=1', 'display_name': 'Nytraxaqw', 'link': 'https://stackoverflow.com/users/11935413/nytraxaqw'}	0	1572181585	1572172260	question	58578538	https://stackoverflow.com/q/58578538	1572179503.0
{'reputation': 7, 'user_id': 12219660, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBIHQUI9ufBNVSKl8U8JlfggyIJiZwcz20nPwScMg=k-s128', 'display_name': 'R K Vaengdesh', 'link': 'https://stackoverflow.com/users/12219660/r-k-vaengdesh'}	-1	1571807324	1571793256	question	58514150	https://stackoverflow.com/q/58514150	
{'reputation': 87, 'user_id': 12248809, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Pc1oI4CUBRA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfkk45KHs8SEBlVK0Q1TxlPlZg6Gg/photo.jpg?sz=128', 'display_name': 'Golden Friendship Site', 'link': 'https://stackoverflow.com/users/12248809/golden-friendship-site'}	0	1571739892	1571700593	question	58495339	https://stackoverflow.com/q/58495339	1571739892.0
{'reputation': 1, 'user_id': 12243737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a4b7b606d9dfb60d1c09ed1283a3b49?s=128&d=identicon&r=PG&f=1', 'display_name': 'proSkill06s', 'link': 'https://stackoverflow.com/users/12243737/proskill06s'}	-1	1571614795	1571502433	question	58465693	https://stackoverflow.com/q/58465693	1571585750.0
{'reputation': 255, 'user_id': 8454443, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309394329285130/picture?type=large', 'display_name': 'pjustindaryll', 'link': 'https://stackoverflow.com/users/8454443/pjustindaryll'}	0	1571101243	1571046964	question	58374309	https://stackoverflow.com/q/58374309	1571101243.0
{'reputation': 1, 'user_id': 7798099, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a585d99dc475ed229991507360cbe806?s=128&d=identicon&r=PG&f=1', 'display_name': 'BGoben', 'link': 'https://stackoverflow.com/users/7798099/bgoben'}	0	1570732365	1570568621	question	58294055	https://stackoverflow.com/q/58294055	1570732365.0
{'reputation': 13, 'user_id': 12152803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e3b29ea6eaf5049027210f94a9aaaa3?s=128&d=identicon&r=PG&f=1', 'display_name': 'Benoit_G', 'link': 'https://stackoverflow.com/users/12152803/benoit-g'}	-4	1570019999	1570008399	question	58198756	https://stackoverflow.com/q/58198756	1570009220.0
{'reputation': 9, 'user_id': 3839785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d86e6f297f920976b8e0ea7b51f1ab54?s=128&d=identicon&r=PG&f=1', 'display_name': 'rosesfairy', 'link': 'https://stackoverflow.com/users/3839785/rosesfairy'}	-2	1570017409	1427430307	question	29293289	https://stackoverflow.com/q/29293289	1570017409.0
{'reputation': 57, 'user_id': 7543076, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/Vrnn9.png?s=128&g=1', 'display_name': 'R. Garcia', 'link': 'https://stackoverflow.com/users/7543076/r-garcia'}	-3	1569342419	1569342157	question	58084527	https://stackoverflow.com/q/58084527	
{'reputation': 11, 'user_id': 12084946, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-TDQHdWsYNcU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcatuHcEyLPBiAYJzRe6FRqFlgAOg/photo.jpg?sz=128', 'display_name': 'Harry K', 'link': 'https://stackoverflow.com/users/12084946/harry-k'}	1	1569051099	1568808868	question	57992568	https://stackoverflow.com/q/57992568	1568809164.0
{'reputation': 1, 'user_id': 12086829, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214392885193076/picture?type=large', 'display_name': 'Filip Ivanovic', 'link': 'https://stackoverflow.com/users/12086829/filip-ivanovic'}	0	1568835103	1568833545	question	57999340	https://stackoverflow.com/q/57999340	1568835103.0
{'reputation': 3, 'user_id': 12000271, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/168137467684650/picture?type=large', 'display_name': 'Rishav Mandal', 'link': 'https://stackoverflow.com/users/12000271/rishav-mandal'}	-1	1568184012	1568181781	question	57882997	https://stackoverflow.com/q/57882997	1568182122.0
{'reputation': 275, 'user_id': 1027593, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/8kuwy.jpg?s=128&g=1', 'display_name': 'Rocksteady', 'link': 'https://stackoverflow.com/users/1027593/rocksteady'}	0	1567339310	1434358767	question	30841128	https://stackoverflow.com/q/30841128	1434365033.0
{'reputation': 35, 'user_id': 10865181, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-O5Rm2XwTIHw/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcabscoqp78Pfy_6VNGUfeg6t4l_2Q/mo/photo.jpg?sz=128', 'display_name': 'noSkill06s', 'link': 'https://stackoverflow.com/users/10865181/noskill06s'}	0	1567330358	1567163989	question	57725779	https://stackoverflow.com/q/57725779	1567164097.0
{'reputation': 255, 'user_id': 8454443, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309394329285130/picture?type=large', 'display_name': 'pjustindaryll', 'link': 'https://stackoverflow.com/users/8454443/pjustindaryll'}	-1	1567160187	1567156136	question	57723773	https://stackoverflow.com/q/57723773	1567156450.0
{'reputation': 49, 'user_id': 11996740, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCksEo5hNv84ihLX4mV3i0VBz5HCZzAAT6qKMU=k-s128', 'display_name': 'blue', 'link': 'https://stackoverflow.com/users/11996740/blue'}	0	1567148818	1567119634	question	57718624	https://stackoverflow.com/q/57718624	1567148818.0
{'reputation': 1, 'user_id': 9177160, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4eda3845890938d79371a47303b39d4?s=128&d=identicon&r=PG&f=1', 'display_name': 'subIT', 'link': 'https://stackoverflow.com/users/9177160/subit'}	0	1566934416	1566934279	question	57681136	https://stackoverflow.com/q/57681136	1566934416.0
{'reputation': 255, 'user_id': 8454443, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309394329285130/picture?type=large', 'display_name': 'pjustindaryll', 'link': 'https://stackoverflow.com/users/8454443/pjustindaryll'}	0	1566903622	1566902285	question	57672869	https://stackoverflow.com/q/57672869	1566902392.0
{'reputation': 1, 'user_id': 8863398, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce9a4e8746267d56194211dcbcff0b21?s=128&d=identicon&r=PG&f=1', 'display_name': 'L_Jay', 'link': 'https://stackoverflow.com/users/8863398/l-jay'}	-1	1566536818	1566474810	question	57608779	https://stackoverflow.com/q/57608779	1566525387.0
{'reputation': 3335, 'user_id': 9964622, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-EkXAHBaYomU/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq2Bs-8MB-H8pgJfyU9OTcdippVV6w/mo/photo.jpg?sz=128', 'display_name': 'user9964622', 'link': 'https://stackoverflow.com/users/9964622/user9964622'}	0	1566296456	1566296157	question	57571407	https://stackoverflow.com/q/57571407	
{'reputation': 1, 'user_id': 11484566, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2256558024432419/picture?type=large', 'display_name': 'Jwad Rajput', 'link': 'https://stackoverflow.com/users/11484566/jwad-rajput'}	0	1566209997	1566205106	question	57553444	https://stackoverflow.com/q/57553444	1566209997.0
{'reputation': 9, 'user_id': 11512510, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e13c38cb26fe9fb06f3d0414234359a2?s=128&d=identicon&r=PG&f=1', 'display_name': 'WaleedGRT', 'link': 'https://stackoverflow.com/users/11512510/waleedgrt'}	0	1566122584	1566117658	question	57542967	https://stackoverflow.com/q/57542967	1566122584.0
{'reputation': 69, 'user_id': 11683151, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-W-xH4om-zbE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reqtIlSD2i7E1FYM6Vk2ZgFSMW9vQ/mo/photo.jpg?sz=128', 'display_name': 'Bogdan Tsareyvich', 'link': 'https://stackoverflow.com/users/11683151/bogdan-tsareyvich'}	1	1565520498	1565519529	question	57449217	https://stackoverflow.com/q/57449217	
{'reputation': 31, 'user_id': 11369571, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-TsVfYoapZek/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfmu43iARRKNnmedm9eAIGF9Gd3Ug/mo/photo.jpg?sz=128', 'display_name': 'Frank Paniagua', 'link': 'https://stackoverflow.com/users/11369571/frank-paniagua'}	0	1565162562	1564555576	question	57284761	https://stackoverflow.com/q/57284761	1564561439.0
{'reputation': 59, 'user_id': 11823380, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-5W4f2it-YZA/AAAAAAAAAAI/AAAAAAAAABA/wr1iorNtAP8/photo.jpg?sz=128', 'display_name': 'Milad Deraawi', 'link': 'https://stackoverflow.com/users/11823380/milad-deraawi'}	1	1564978903	1564978903	question	57352164	https://stackoverflow.com/q/57352164	
{'reputation': 31, 'user_id': 11875037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bdd4a6d9b63f1f33610cd449608f4b4?s=128&d=identicon&r=PG&f=1', 'display_name': 'Billie', 'link': 'https://stackoverflow.com/users/11875037/billie'}	1	1564766796	1564763112	question	57330333	https://stackoverflow.com/q/57330333	1564766796.0
{'reputation': 33, 'user_id': 11301415, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-dO5NqZe8Biw/AAAAAAAAAAI/AAAAAAAAAKg/5ZCa1_j7048/photo.jpg?sz=128', 'display_name': 'dario perez', 'link': 'https://stackoverflow.com/users/11301415/dario-perez'}	1	1564583951	1563974923	question	57184112	https://stackoverflow.com/q/57184112	1564583951.0
{'reputation': 255, 'user_id': 8454443, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2309394329285130/picture?type=large', 'display_name': 'pjustindaryll', 'link': 'https://stackoverflow.com/users/8454443/pjustindaryll'}	2	1564368943	1564360291	question	57245970	https://stackoverflow.com/q/57245970	1564361124.0
{'reputation': 616, 'user_id': 1773111, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/lf0rW.jpg?s=128&g=1', 'display_name': 'Ekky', 'link': 'https://stackoverflow.com/users/1773111/ekky'}	0	1564067114	1356675971	question	14065528	https://stackoverflow.com/q/14065528	1356680630.0
{'reputation': 49, 'user_id': 11190702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1505da03b7fd72d8cfcbd2bf5a86ccca?s=128&d=identicon&r=PG&f=1', 'display_name': 'melonhusk', 'link': 'https://stackoverflow.com/users/11190702/melonhusk'}	0	1563887705	1563800618	question	57146667	https://stackoverflow.com/q/57146667	1563873051.0
nan	0	1563859593	1563846393	question	57155644	https://stackoverflow.com/q/57155644	
nan	0	1563406744	1563406511	question	57085261	https://stackoverflow.com/q/57085261	
{'reputation': 91, 'user_id': 9639887, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Ox2Jv6g_Hi4/AAAAAAAAAAI/AAAAAAAAEI0/LYcGJeJchts/photo.jpg?sz=128', 'display_name': 'Yash', 'link': 'https://stackoverflow.com/users/9639887/yash'}	0	1563106761	1563104360	question	57027080	https://stackoverflow.com/q/57027080	
{'reputation': 1549, 'user_id': 5413974, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/OooVI.jpg?s=128&g=1', 'display_name': 'Dillinger', 'link': 'https://stackoverflow.com/users/5413974/dillinger'}	9	1562852410	1448447811	question	33914245	https://stackoverflow.com/q/33914245	1535055227.0
{'reputation': 3, 'user_id': 11392965, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-NTX8YAD7wNM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdXrnHZyIZKX3QJ7zalO8PZGJyuRQ/mo/photo.jpg?sz=128', 'display_name': 'The Gr8 Jaat', 'link': 'https://stackoverflow.com/users/11392965/the-gr8-jaat'}	0	1562740813	1562738631	question	56964245	https://stackoverflow.com/q/56964245	
{'reputation': 23, 'user_id': 7485096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79406d55faf7ff6ae1d025f57d3a2d4e?s=128&d=identicon&r=PG&f=1', 'display_name': 'Babar Malik', 'link': 'https://stackoverflow.com/users/7485096/babar-malik'}	1	1562671321	1528098387	question	50675668	https://stackoverflow.com/q/50675668	1562671321.0
{'reputation': 11, 'user_id': 8221313, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rcGQSZ4Yeyc/AAAAAAAAAAI/AAAAAAAAD_k/207Nwysqc7A/photo.jpg?sz=128', 'display_name': 'Andr&#233; Gato', 'link': 'https://stackoverflow.com/users/8221313/andr%c3%a9-gato'}	0	1562564540	1562559621	question	56928379	https://stackoverflow.com/q/56928379	1562560874.0
{'reputation': 11, 'user_id': 11390986, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-iEER-WpcVQI/AAAAAAAAAAI/AAAAAAAAOlI/PurEnzHGIZ8/photo.jpg?sz=128', 'display_name': 'Debankar Roy', 'link': 'https://stackoverflow.com/users/11390986/debankar-roy'}	-1	1562562615	1562561725	question	56928612	https://stackoverflow.com/q/56928612	1562562123.0
{'reputation': 1, 'user_id': 10569498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69207a3202b13a00566e5f79aa017947?s=128&d=identicon&r=PG&f=1', 'display_name': 'sabrin', 'link': 'https://stackoverflow.com/users/10569498/sabrin'}	-2	1562345950	1562344389	question	56906590	https://stackoverflow.com/q/56906590	
{'reputation': 39, 'user_id': 3656165, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a11d6281a0e9fff53f664a3c658b3ead?s=128&d=identicon&r=PG&f=1', 'display_name': 'user3656165', 'link': 'https://stackoverflow.com/users/3656165/user3656165'}	2	1562208214	1400581995	question	23757388	https://stackoverflow.com/q/23757388	
{'reputation': 9, 'user_id': 3149572, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/680474196/picture?type=large', 'display_name': 'user3149572', 'link': 'https://stackoverflow.com/users/3149572/user3149572'}	0	1562191405	1402902764	question	24238317	https://stackoverflow.com/q/24238317	1562191405.0
{'reputation': 271, 'user_id': 3737051, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f3ad9be57c905750d01f09c61171dc15?s=128&d=identicon&r=PG&f=1', 'display_name': 'untruste', 'link': 'https://stackoverflow.com/users/3737051/untruste'}	1	1562119971	1432888446	question	30524887	https://stackoverflow.com/q/30524887	1432902638.0
{'reputation': 51, 'user_id': 6537847, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/be3dc2173c50c37610bd964e463bf6e5?s=128&d=identicon&r=PG&f=1', 'display_name': 'kkambi', 'link': 'https://stackoverflow.com/users/6537847/kkambi'}	2	1562072026	1471846238	question	39072364	https://stackoverflow.com/q/39072364	1471848865.0
{'reputation': 21, 'user_id': 11720624, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c24fe39adf2666a1417f106a825e693?s=128&d=identicon&r=PG&f=1', 'display_name': 'keso', 'link': 'https://stackoverflow.com/users/11720624/keso'}	1	1561991474	1561911650	question	56826367	https://stackoverflow.com/q/56826367	1561989755.0
{'reputation': 1109, 'user_id': 5269101, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/cdf4c990bfbf56351abac0e72654120a?s=128&d=identicon&r=PG&f=1', 'display_name': 'StormRage', 'link': 'https://stackoverflow.com/users/5269101/stormrage'}	81	1561752474	1446579365	question	33507566	https://stackoverflow.com/q/33507566	1488903569.0
{'reputation': 3693, 'user_id': 536739, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/c4e59abbb61ecb1582a36ca0bbc8463f?s=128&d=identicon&r=PG', 'display_name': 'Denoteone', 'link': 'https://stackoverflow.com/users/536739/denoteone'}	0	1561640911	1561497010	question	56762045	https://stackoverflow.com/q/56762045	1561507297.0
{'reputation': 11, 'user_id': 8324866, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-AW-spd5Tka8/AAAAAAAAAAI/AAAAAAAAAL0/oItt6wPrMo8/photo.jpg?sz=128', 'display_name': 'Majed Faraj', 'link': 'https://stackoverflow.com/users/8324866/majed-faraj'}	1	1561306497	1561303891	question	56725341	https://stackoverflow.com/q/56725341	1561305364.0
{'reputation': 37, 'user_id': 11492642, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-elFPldYKlFQ/AAAAAAAAAAI/AAAAAAAAAAA/x5IecrRBrRU/photo.jpg?sz=128', 'display_name': 'cmaxxx', 'link': 'https://stackoverflow.com/users/11492642/cmaxxx'}	0	1560722753	1560722753	question	56622953	https://stackoverflow.com/q/56622953	
{'reputation': 5, 'user_id': 11011366, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-A_M9yKU2mHU/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMFYETqIJCVE_nrK_WjeFBmXvP17A/mo/photo.jpg?sz=128', 'display_name': 'Bo Shith', 'link': 'https://stackoverflow.com/users/11011366/bo-shith'}	-1	1560410616	1560367440	question	56569093	https://stackoverflow.com/q/56569093	
{'reputation': 1, 'user_id': 11634663, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-lGsIlMnkH2w/AAAAAAAAAAI/AAAAAAAAABw/A7zCOofwyB8/photo.jpg?sz=128', 'display_name': 'Sayantan Choudhury', 'link': 'https://stackoverflow.com/users/11634663/sayantan-choudhury'}	-3	1560406853	1560317887	question	56555292	https://stackoverflow.com/q/56555292	1560318004.0
{'reputation': 1, 'user_id': 11565965, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-laq5ZqEFx7g/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3regxeVyQazLjHKtZJCwirBFklxNrA/mo/photo.jpg?sz=128', 'display_name': 'Trent Nash', 'link': 'https://stackoverflow.com/users/11565965/trent-nash'}	0	1560270978	1560268258	question	56547478	https://stackoverflow.com/q/56547478	
{'reputation': 23, 'user_id': 11623610, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1038560949867611/picture?type=large', 'display_name': 'Frank', 'link': 'https://stackoverflow.com/users/11623610/frank'}	2	1560149829	1560138753	question	56520313	https://stackoverflow.com/q/56520313	1560140352.0
{'reputation': 11, 'user_id': 10712784, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10205185555596558/picture?type=large', 'display_name': 'Chukwudi Okorie &#39;Jochuks&#39;', 'link': 'https://stackoverflow.com/users/10712784/chukwudi-okorie-jochuks'}	0	1559729146	1559693513	question	56452790	https://stackoverflow.com/q/56452790	1559729146.0
{'reputation': 5, 'user_id': 10571056, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-AqiQWQqX63E/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbDGXYkgoBryrKfla8ZnhUGm9TLhLA/mo/photo.jpg?sz=128', 'display_name': 'Michael Toole', 'link': 'https://stackoverflow.com/users/10571056/michael-toole'}	-2	1559619497	1559615373	question	56436651	https://stackoverflow.com/q/56436651	
{'reputation': 41, 'user_id': 11320722, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-IhfQ-2_vYFg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdMZyZqc4VUmFfElEXbYcK5FKbL0g/mo/photo.jpg?sz=128', 'display_name': 'Lex Cabrera', 'link': 'https://stackoverflow.com/users/11320722/lex-cabrera'}	0	1558952875	1556022477	question	55811231	https://stackoverflow.com/q/55811231	1558952875.0
{'reputation': 480, 'user_id': 10058421, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3PfkM_Ua7GE/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq3LI-JrQioVnVtzc2Xz4j-p1o9Zxw/mo/photo.jpg?sz=128', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/10058421/daniel'}	0	1558906475	1558010172	question	56168729	https://stackoverflow.com/q/56168729	1558906475.0
{'reputation': 1, 'user_id': 10909240, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gAHz_qjHiGs/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZhipZoIUxCxejDny-a5bMavFQx_w/mo/photo.jpg?sz=128', 'display_name': 'Ato Augustyn', 'link': 'https://stackoverflow.com/users/10909240/ato-augustyn'}	-1	1558618295	1558615032	question	56275408	https://stackoverflow.com/q/56275408	1558615365.0
{'reputation': 895, 'user_id': 4485112, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/67df4f9c7d2c3b5c683632c3e0888433?s=128&d=identicon&r=PG&f=1', 'display_name': 'Konz Mama', 'link': 'https://stackoverflow.com/users/4485112/konz-mama'}	0	1558039020	1460702086	question	36639817	https://stackoverflow.com/q/36639817	1460705372.0
{'reputation': 23, 'user_id': 1706738, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4d98f6623b698110553a860bccbdfbf?s=128&d=identicon&r=PG', 'display_name': 'Hari Haran T', 'link': 'https://stackoverflow.com/users/1706738/hari-haran-t'}	0	1557986669	1557967365	question	56159360	https://stackoverflow.com/q/56159360	
